"area","date","municipality","use","stratum","consumption"
"R",2012-09-30,"BARBACOAS","Especial",0,1324.958
"U",2012-09-30,"MAGUI","Oficial",0,1334.538
"R",2012-09-30,"BARBACOAS","Residencial 2",2,1361.904
"R",2012-09-30,"EL ROSARIO","Especial",0,1424.008
"R",2012-09-30,"EL ROSARIO","Oficial",0,1496.775
"R",2012-09-30,"CUMBITARA","Comercial",0,1547.763
"R",2012-09-30,"EL ROSARIO","Residencial 2",2,1693.911
"R",2012-09-30,"POLICARPA","Residencial 2",2,1727.619
"R",2012-09-30,"EL ROSARIO","Residencial 1",1,1782.022
"R",2012-09-30,"LEIVA","Residencial 2",2,2085.106
"U",2012-09-30,"BARBACOAS","Industrial",0,2087.261
"R",2012-09-30,"POLICARPA","Especial",0,2194.293
"U",2012-09-30,"EL ROSARIO","Comercial",0,2318.177
"U",2012-09-30,"EL ROSARIO","Especial",0,2927.839
"U",2012-09-30,"EL ROSARIO","Oficial",0,3212.883
"U",2012-09-30,"POLICARPA","Oficial",0,3593.02
"U",2012-09-30,"ROBERTO PAYAN","Oficial",0,5821.922
"U",2012-09-30,"POLICARPA","Residencial 2",2,6273.99
"U",2012-09-30,"LEIVA","Residencial 2",2,7288.308
"R",2012-09-30,"BARBACOAS","Oficial",0,8642.038
"U",2012-09-30,"LEIVA","Oficial",0,8658.097
"U",2012-09-30,"CUMBITARA","Residencial 2",2,9069.556
"U",2012-09-30,"CUMBITARA","Residencial 1",1,9923.89
"R",2012-09-30,"ROBERTO PAYAN","Residencial 1",1,11522.407
"R",2012-09-30,"ROBERTO PAYAN","Residencial Sub",1,19931.457
"U",2012-09-30,"EL ROSARIO","Residencial 2",2,24072.531
"R",2012-09-30,"CUMBITARA","Residencial 1",1,26020.809
"U",2012-09-30,"BARBACOAS","Oficial",0,31225.946
"U",2012-09-30,"MAGUI","Residencial Sub",1,39909.418
"R",2012-09-30,"MAGUI","Residencial Sub",1,41251.223
"U",2012-09-30,"BARBACOAS","Comercial",0,49178.365
"U",2012-09-30,"EL ROSARIO","Residencial 1",1,50939.658
"U",2012-09-30,"BARBACOAS","Residencial 2",2,62040.491
"U",2012-09-30,"ROBERTO PAYAN","Residencial Sub",1,62820.9
"R",2012-09-30,"LEIVA","Residencial 1",1,70531.6
"U",2012-09-30,"POLICARPA","Residencial 1",1,74530.776
"U",2012-09-30,"LEIVA","Residencial 1",1,124035
"R",2012-09-30,"EL ROSARIO","Residencial 1",1,129024.42
"R",2012-09-30,"POLICARPA","Residencial 1",1,134045.46
"R",2012-09-30,"BARBACOAS","Residencial 1",1,153283.59
"U",2012-09-30,"BARBACOAS","Residencial 1",1,260773.49
"R",2012-10-31,"POLICARPA","Residencial 1",1,32.519
"R",2012-10-31,"CUMBITARA","Especial",0,88.688
"U",2012-10-31,"CUMBITARA","Residencial 3",3,155.341
"R",2012-10-31,"POLICARPA","Oficial",0,232.067
"U",2012-10-31,"POLICARPA","Especial",0,246.848
"R",2012-10-31,"CUMBITARA","Residencial 1",1,262.473
"R",2012-10-31,"MAGUI","Oficial",0,315.055
"U",2012-10-31,"POLICARPA","Residencial 3",3,379.88
"R",2012-10-31,"LEIVA","Comercial",0,496.804
"U",2012-10-31,"LEIVA","Comercial",0,676.205
"U",2012-10-31,"CUMBITARA","Comercial",0,714.721
"R",2012-10-31,"CUMBITARA","Oficial",0,806.548
"U",2012-10-31,"POLICARPA","Comercial",0,827.755
"R",2012-10-31,"CUMBITARA","Especial",0,831.799
"R",2012-10-31,"EL ROSARIO","Residencial 1",1,1179.84
"U",2012-10-31,"BARBACOAS","Residencial 3",3,1199.665
"R",2012-10-31,"BARBACOAS","Especial",0,1209.861
"U",2012-10-31,"CUMBITARA","Oficial",0,1225.892
"R",2012-10-31,"CUMBITARA","Residencial 2",2,1374.729
"U",2012-10-31,"MAGUI","Oficial",0,1436.65
"U",2012-10-31,"EL ROSARIO","Oficial",0,1583.118
"R",2012-10-31,"EL ROSARIO","Residencial 2",2,1596.45
"R",2012-10-31,"BARBACOAS","Residencial 2",2,1697.771
"R",2012-10-31,"CUMBITARA","Comercial",0,1785.273
"R",2012-10-31,"LEIVA","Especial",0,1796.776
"U",2012-10-31,"EL ROSARIO","Comercial",0,1826.418
"R",2012-10-31,"POLICARPA","Residencial 2",2,2019.132
"R",2012-10-31,"BARBACOAS","Comercial",0,2073.245
"R",2012-10-31,"LEIVA","Residencial 2",2,2155.577
"U",2012-10-31,"BARBACOAS","Industrial",0,2639.964
"U",2012-10-31,"LEIVA","Especial",0,3100.055
"U",2012-10-31,"EL ROSARIO","Especial",0,3374.206
"U",2012-10-31,"LEIVA","Oficial",0,3599.067
"R",2012-10-31,"EL ROSARIO","Especial",0,3892.805
"U",2012-10-31,"POLICARPA","Oficial",0,4304.62
"R",2012-10-31,"POLICARPA","Especial",0,5250.863
"U",2012-10-31,"ROBERTO PAYAN","Oficial",0,5582.801
"U",2012-10-31,"LEIVA","Residencial 2",2,5649.764
"U",2012-10-31,"POLICARPA","Residencial 2",2,6809.759
"R",2012-10-31,"BARBACOAS","Oficial",0,6959.925
"U",2012-10-31,"CUMBITARA","Residencial 2",2,10590.733
"U",2012-10-31,"CUMBITARA","Residencial 1",1,11826.172
"R",2012-10-31,"ROBERTO PAYAN","Residencial 1",1,12435.552
"U",2012-10-31,"EL ROSARIO","Residencial 2",2,21697.054
"R",2012-10-31,"ROBERTO PAYAN","Residencial Sub",1,23008.407
"R",2012-10-31,"CUMBITARA","Residencial 1",1,33037.891
"U",2012-10-31,"BARBACOAS","Oficial",0,36588.038
"U",2012-10-31,"MAGUI","Residencial Sub",1,43522.356
"U",2012-10-31,"EL ROSARIO","Residencial 1",1,43574.072
"R",2012-10-31,"MAGUI","Residencial Sub",1,43805.565
"U",2012-10-31,"BARBACOAS","Comercial",0,62134.446
"U",2012-10-31,"BARBACOAS","Residencial 2",2,62858.565
"R",2012-10-31,"LEIVA","Residencial 1",1,65661.823
"U",2012-10-31,"ROBERTO PAYAN","Residencial Sub",1,67087.142
"U",2012-10-31,"POLICARPA","Residencial 1",1,78341.852
"U",2012-10-31,"LEIVA","Residencial 1",1,105330.69
"R",2012-10-31,"EL ROSARIO","Residencial 1",1,115307.58
"R",2012-10-31,"POLICARPA","Residencial 1",1,153263.01
"R",2012-10-31,"BARBACOAS","Residencial 1",1,156306.99
"U",2012-10-31,"BARBACOAS","Residencial 1",1,258088.96
"R",2012-11-30,"POLICARPA","Residencial 1",1,22.895
"R",2012-11-30,"CUMBITARA","Residencial 1",1,94.664
"R",2012-11-30,"CUMBITARA","Especial",0,108.368
"R",2012-11-30,"POLICARPA","Comercial",0,131.263
"U",2012-11-30,"CUMBITARA","Residencial 3",3,141.309
"U",2012-11-30,"CUMBITARA","Comercial",0,195.501
"R",2012-11-30,"MAGUI","Oficial",0,196.052
"R",2012-11-30,"POLICARPA","Oficial",0,198.42
"R",2012-11-30,"LEIVA","Comercial",0,231.136
"U",2012-11-30,"POLICARPA","Residencial 3",3,370.893
"U",2012-11-30,"EL ROSARIO","Oficial",0,420.64
"R",2012-11-30,"CUMBITARA","Oficial",0,744.273
"U",2012-11-30,"LEIVA","Comercial",0,792.466
"U",2012-11-30,"CUMBITARA","Oficial",0,802.704
"U",2012-11-30,"CUMBITARA","Especial",0,884.21
"U",2012-11-30,"BARBACOAS","Residencial 3",3,941.961
"R",2012-11-30,"BARBACOAS","Especial",0,961.194
"U",2012-11-30,"POLICARPA","Oficial",0,992.163
"R",2012-11-30,"CUMBITARA","Residencial 2",2,1037.869
"R",2012-11-30,"CUMBITARA","Especial",0,1186.879
"R",2012-11-30,"EL ROSARIO","Residencial 1",1,1203.154
"U",2012-11-30,"POLICARPA","Comercial",0,1294.31
"R",2012-11-30,"BARBACOAS","Comercial",0,1368.293
"R",2012-11-30,"LEIVA","Residencial 2",2,1386.817
"R",2012-11-30,"EL ROSARIO","Residencial 2",2,1472.239
"R",2012-11-30,"LEIVA","Especial",0,1480.373
"R",2012-11-30,"BARBACOAS","Residencial 2",2,1580.999
"U",2012-11-30,"MAGUI","Oficial",0,1597.911
"R",2012-11-30,"CUMBITARA","Comercial",0,1633.148
"R",2012-11-30,"POLICARPA","Residencial 2",2,1787.308
"U",2012-11-30,"EL ROSARIO","Comercial",0,2032.059
"U",2012-11-30,"BARBACOAS","Industrial",0,2750.957
"U",2012-11-30,"LEIVA","Oficial",0,2974.502
"R",2012-11-30,"EL ROSARIO","Especial",0,3519.577
"U",2012-11-30,"POLICARPA","Especial",0,4127.142
"U",2012-11-30,"EL ROSARIO","Especial",0,4265.407
"U",2012-11-30,"LEIVA","Especial",0,4327.309
"R",2012-11-30,"POLICARPA","Especial",0,4659.062
"U",2012-11-30,"ROBERTO PAYAN","Oficial",0,4934.889
"U",2012-11-30,"LEIVA","Residencial 2",2,5351.902
"R",2012-11-30,"BARBACOAS","Oficial",0,6226.656
"U",2012-11-30,"POLICARPA","Residencial 2",2,7062.567
"U",2012-11-30,"CUMBITARA","Residencial 2",2,10148.092
"U",2012-11-30,"CUMBITARA","Residencial 1",1,11678.586
"R",2012-11-30,"ROBERTO PAYAN","Residencial 1",1,13185.373
"U",2012-11-30,"EL ROSARIO","Residencial 2",2,21653.649
"U",2012-11-30,"BARBACOAS","Oficial",0,21903.651
"R",2012-11-30,"ROBERTO PAYAN","Residencial Sub",1,24614.051
"R",2012-11-30,"CUMBITARA","Residencial 1",1,28848.752
"U",2012-11-30,"EL ROSARIO","Residencial 1",1,42942.343
"U",2012-11-30,"MAGUI","Residencial Sub",1,45619.076
"R",2012-11-30,"MAGUI","Residencial Sub",1,46105.082
"U",2012-11-30,"BARBACOAS","Residencial 2",2,49789.065
"U",2012-11-30,"BARBACOAS","Comercial",0,58122.317
"R",2012-11-30,"LEIVA","Residencial 1",1,59019.849
"U",2012-11-30,"ROBERTO PAYAN","Residencial Sub",1,67183.099
"U",2012-11-30,"POLICARPA","Residencial 1",1,82251.086
"U",2012-11-30,"LEIVA","Residencial 1",1,104927.6
"R",2012-11-30,"EL ROSARIO","Residencial 1",1,107013.71
"R",2012-11-30,"POLICARPA","Residencial 1",1,157826.4
"R",2012-11-30,"BARBACOAS","Residencial 1",1,158948.77
"U",2012-11-30,"BARBACOAS","Residencial 1",1,256490.95
"R",2012-12-31,"POLICARPA","Residencial 1",1,19.468
"R",2012-12-31,"CUMBITARA","Residencial 1",1,36.521
"U",2012-12-31,"CUMBITARA","Residencial 3",3,62.705
"R",2012-12-31,"CUMBITARA","Especial",0,80.034
"U",2012-12-31,"CUMBITARA","Comercial",0,85.445
"U",2012-12-31,"MAGUI","Comercial",0,124.507
"R",2012-12-31,"POLICARPA","Oficial",0,127.622
"R",2012-12-31,"POLICARPA","Comercial",0,221.717
"R",2012-12-31,"LEIVA","Comercial",0,235.341
"U",2012-12-31,"POLICARPA","Residencial 3",3,257.407
"R",2012-12-31,"MAGUI","Oficial",0,290.089
"R",2012-12-31,"CUMBITARA","Oficial",0,339.711
"U",2012-12-31,"CUMBITARA","Oficial",0,386.839
"U",2012-12-31,"CUMBITARA","Especial",0,423.088
"R",2012-12-31,"CUMBITARA","Residencial 2",2,509.911
"R",2012-12-31,"CUMBITARA","Especial",0,516.286
"U",2012-12-31,"EL ROSARIO","Oficial",0,608.972
"U",2012-12-31,"BARBACOAS","Residencial 3",3,659.547
"R",2012-12-31,"CUMBITARA","Comercial",0,793.807
"U",2012-12-31,"LEIVA","Comercial",0,831.334
"R",2012-12-31,"BARBACOAS","Especial",0,870.437
"R",2012-12-31,"EL ROSARIO","Residencial 1",1,903.364
"U",2012-12-31,"POLICARPA","Comercial",0,907.415
"U",2012-12-31,"MAGUI","Oficial",0,1123.801
"R",2012-12-31,"BARBACOAS","Residencial 2",2,1407.172
"R",2012-12-31,"LEIVA","Residencial 2",2,1506.794
"R",2012-12-31,"POLICARPA","Residencial 2",2,1511.997
"U",2012-12-31,"POLICARPA","Oficial",0,1543.938
"R",2012-12-31,"LEIVA","Especial",0,1864.389
"R",2012-12-31,"BARBACOAS","Comercial",0,1977.729
"R",2012-12-31,"EL ROSARIO","Residencial 2",2,2025.419
"U",2012-12-31,"EL ROSARIO","Comercial",0,2116.259
"U",2012-12-31,"ROBERTO PAYAN","Oficial",0,2353.897
"U",2012-12-31,"BARBACOAS","Industrial",0,2843.962
"R",2012-12-31,"EL ROSARIO","Especial",0,3303.762
"U",2012-12-31,"LEIVA","Oficial",0,3313.111
"U",2012-12-31,"POLICARPA","Especial",0,3475.537
"R",2012-12-31,"POLICARPA","Especial",0,3480.062
"U",2012-12-31,"LEIVA","Especial",0,4676.865
"U",2012-12-31,"EL ROSARIO","Especial",0,5061.529
"U",2012-12-31,"POLICARPA","Residencial 2",2,5220.61
"U",2012-12-31,"CUMBITARA","Residencial 2",2,5351.015
"R",2012-12-31,"BARBACOAS","Oficial",0,5860.196
"U",2012-12-31,"CUMBITARA","Residencial 1",1,5971.608
"U",2012-12-31,"LEIVA","Residencial 2",2,6050.096
"R",2012-12-31,"ROBERTO PAYAN","Residencial 1",1,9782.892
"R",2012-12-31,"CUMBITARA","Residencial 1",1,14492.967
"R",2012-12-31,"ROBERTO PAYAN","Residencial Sub",1,19942.729
"U",2012-12-31,"EL ROSARIO","Residencial 2",2,21246.284
"U",2012-12-31,"BARBACOAS","Oficial",0,23005.436
"R",2012-12-31,"MAGUI","Residencial Sub",1,31399.725
"U",2012-12-31,"MAGUI","Residencial Sub",1,32050.788
"U",2012-12-31,"BARBACOAS","Residencial 2",2,45507.532
"U",2012-12-31,"EL ROSARIO","Residencial 1",1,46994.754
"U",2012-12-31,"ROBERTO PAYAN","Residencial Sub",1,47577.352
"U",2012-12-31,"BARBACOAS","Comercial",0,57567.011
"U",2012-12-31,"POLICARPA","Residencial 1",1,62713.226
"R",2012-12-31,"LEIVA","Residencial 1",1,65484.867
"U",2012-12-31,"LEIVA","Residencial 1",1,109613.87
"R",2012-12-31,"POLICARPA","Residencial 1",1,110382.22
"R",2012-12-31,"EL ROSARIO","Residencial 1",1,114824.44
"R",2012-12-31,"BARBACOAS","Residencial 1",1,145034.19
"U",2012-12-31,"BARBACOAS","Residencial 1",1,239321.19
"U",2013-01-31,"BARBACOAS","Especial",0,25.566
"R",2013-01-31,"POLICARPA","Residencial 1",1,34.765
"U",2013-01-31,"POLICARPA","Residencial 1",1,34.765
"R",2013-01-31,"CUMBITARA","Especial",0,57.496
"U",2013-01-31,"CUMBITARA","Residencial 1",1,79.379
"R",2013-01-31,"CUMBITARA","Residencial 1",1,99.079
"U",2013-01-31,"CUMBITARA","Residencial 3",3,108.929
"U",2013-01-31,"CUMBITARA","Comercial",0,147.75
"R",2013-01-31,"POLICARPA","Oficial",0,177.837
"R",2013-01-31,"POLICARPA","Comercial",0,213.939
"R",2013-01-31,"LEIVA","Comercial",0,227.264
"U",2013-01-31,"MAGUI","Comercial",0,284.812
"U",2013-01-31,"POLICARPA","Residencial 3",3,389.101
"U",2013-01-31,"CUMBITARA","Especial",0,533.637
"R",2013-01-31,"CUMBITARA","Especial",0,575.934
"U",2013-01-31,"BARBACOAS","Residencial Sub",1,620.891
"R",2013-01-31,"CUMBITARA","Oficial",0,638.511
"U",2013-01-31,"CUMBITARA","Oficial",0,711.18
"U",2013-01-31,"EL ROSARIO","Oficial",0,770.523
"R",2013-01-31,"CUMBITARA","Residencial 2",2,849.457
"R",2013-01-31,"EL ROSARIO","Residencial 1",1,905.365
"U",2013-01-31,"LEIVA","Comercial",0,953.245
"U",2013-01-31,"BARBACOAS","Residencial 3",3,1155.847
"U",2013-01-31,"POLICARPA","Comercial",0,1169.978
"R",2013-01-31,"BARBACOAS","Especial",0,1238.067
"R",2013-01-31,"CUMBITARA","Comercial",0,1379.461
"R",2013-01-31,"LEIVA","Residencial 2",2,1590.845
"U",2013-01-31,"MAGUI","Oficial",0,1651.725
"R",2013-01-31,"LEIVA","Especial",0,1663.443
"R",2013-01-31,"EL ROSARIO","Residencial 2",2,1737.528
"R",2013-01-31,"POLICARPA","Residencial 2",2,1815.03
"U",2013-01-31,"POLICARPA","Oficial",0,1845.223
"R",2013-01-31,"BARBACOAS","Residencial 2",2,1897.051
"U",2013-01-31,"BARBACOAS","Industrial",0,2395.545
"U",2013-01-31,"EL ROSARIO","Comercial",0,2719.945
"R",2013-01-31,"BARBACOAS","Comercial",0,3232.03
"R",2013-01-31,"EL ROSARIO","Especial",0,3517.619
"U",2013-01-31,"POLICARPA","Especial",0,3690.444
"R",2013-01-31,"POLICARPA","Especial",0,3746.443
"U",2013-01-31,"LEIVA","Oficial",0,4084.433
"U",2013-01-31,"EL ROSARIO","Especial",0,4754.433
"U",2013-01-31,"ROBERTO PAYAN","Oficial",0,4873.973
"U",2013-01-31,"LEIVA","Especial",0,4951.318
"U",2013-01-31,"POLICARPA","Residencial 2",2,6168.125
"U",2013-01-31,"LEIVA","Residencial 2",2,6716.906
"R",2013-01-31,"BARBACOAS","Oficial",0,7650.758
"U",2013-01-31,"CUMBITARA","Residencial 2",2,9423.88
"U",2013-01-31,"CUMBITARA","Residencial 1",1,11031.618
"R",2013-01-31,"ROBERTO PAYAN","Residencial 1",1,16187.285
"U",2013-01-31,"EL ROSARIO","Residencial 2",2,22550.546
"R",2013-01-31,"ROBERTO PAYAN","Residencial Sub",1,24967.807
"R",2013-01-31,"CUMBITARA","Residencial 1",1,26082.894
"U",2013-01-31,"BARBACOAS","Oficial",0,36641.435
"U",2013-01-31,"MAGUI","Residencial Sub",1,49812.84
"R",2013-01-31,"MAGUI","Residencial Sub",1,50919.116
"U",2013-01-31,"EL ROSARIO","Residencial 1",1,52162.554
"U",2013-01-31,"BARBACOAS","Residencial 2",2,59395.284
"U",2013-01-31,"ROBERTO PAYAN","Residencial Sub",1,63368.305
"R",2013-01-31,"LEIVA","Residencial 1",1,64857.073
"U",2013-01-31,"POLICARPA","Residencial 1",1,71674.188
"U",2013-01-31,"BARBACOAS","Comercial",0,72863.744
"R",2013-01-31,"EL ROSARIO","Residencial 1",1,123564.85
"U",2013-01-31,"LEIVA","Residencial 1",1,124077.63
"R",2013-01-31,"POLICARPA","Residencial 1",1,138767.01
"R",2013-01-31,"BARBACOAS","Residencial 1",1,160115.87
"U",2013-01-31,"BARBACOAS","Residencial 1",1,267839.36
"U",2013-02-28,"BARBACOAS","Especial",0,16.899
"R",2013-02-28,"POLICARPA","Residencial 1",1,38.777
"U",2013-02-28,"CUMBITARA","Residencial 1",1,41.071
"R",2013-02-28,"CUMBITARA","Especial",0,44.126
"U",2013-02-28,"POLICARPA","Residencial 1",1,48.137
"U",2013-02-28,"CUMBITARA","Residencial 3",3,72.452
"R",2013-02-28,"CUMBITARA","Residencial 1",1,79.835
"U",2013-02-28,"CUMBITARA","Comercial",0,91.373
"R",2013-02-28,"POLICARPA","Oficial",0,175.167
"U",2013-02-28,"MAGUI","Comercial",0,235.679
"R",2013-02-28,"LEIVA","Comercial",0,274.393
"R",2013-02-28,"MAGUI","Oficial",0,295.785
"R",2013-02-28,"POLICARPA","Comercial",0,314.231
"U",2013-02-28,"CUMBITARA","Especial",0,350.722
"U",2013-02-28,"BARBACOAS","Residencial Sub",1,410.401
"U",2013-02-28,"POLICARPA","Residencial 3",3,447.945
"R",2013-02-28,"CUMBITARA","Especial",0,484.087
"R",2013-02-28,"CUMBITARA","Oficial",0,485.011
"U",2013-02-28,"CUMBITARA","Oficial",0,510.077
"R",2013-02-28,"CUMBITARA","Residencial 2",2,683.446
"R",2013-02-28,"BARBACOAS","Especial",0,770.063
"U",2013-02-28,"BARBACOAS","Residencial 3",3,772.52
"U",2013-02-28,"LEIVA","Comercial",0,957.326
"U",2013-02-28,"EL ROSARIO","Oficial",0,968.54
"R",2013-02-28,"CUMBITARA","Comercial",0,1098.681
"U",2013-02-28,"POLICARPA","Comercial",0,1153.961
"R",2013-02-28,"EL ROSARIO","Residencial 1",1,1156.242
"R",2013-02-28,"POLICARPA","Residencial 2",2,1305.837
"U",2013-02-28,"MAGUI","Oficial",0,1430.998
"R",2013-02-28,"BARBACOAS","Residencial 2",2,1674.27
"U",2013-02-28,"POLICARPA","Oficial",0,1676.787
"R",2013-02-28,"BARBACOAS","Comercial",0,1780.602
"R",2013-02-28,"LEIVA","Especial",0,2009.164
"R",2013-02-28,"LEIVA","Residencial 2",2,2009.166
"U",2013-02-28,"EL ROSARIO","Comercial",0,2207.37
"R",2013-02-28,"EL ROSARIO","Residencial 2",2,2293.714
"R",2013-02-28,"EL ROSARIO","Especial",0,2369.857
"U",2013-02-28,"BARBACOAS","Industrial",0,2773.432
"U",2013-02-28,"POLICARPA","Especial",0,2940.395
"R",2013-02-28,"POLICARPA","Especial",0,3155.874
"U",2013-02-28,"ROBERTO PAYAN","Oficial",0,4322.792
"R",2013-02-28,"BARBACOAS","Oficial",0,4324.295
"U",2013-02-28,"LEIVA","Oficial",0,4500.042
"U",2013-02-28,"LEIVA","Especial",0,4596.507
"U",2013-02-28,"EL ROSARIO","Especial",0,4707.856
"U",2013-02-28,"POLICARPA","Residencial 2",2,6299.318
"U",2013-02-28,"LEIVA","Residencial 2",2,7307.996
"U",2013-02-28,"CUMBITARA","Residencial 2",2,8251.008
"U",2013-02-28,"CUMBITARA","Residencial 1",1,9415.137
"R",2013-02-28,"ROBERTO PAYAN","Residencial 1",1,12849.243
"R",2013-02-28,"CUMBITARA","Residencial 1",1,20693.724
"U",2013-02-28,"EL ROSARIO","Residencial 2",2,22436.545
"U",2013-02-28,"BARBACOAS","Oficial",0,22571.375
"R",2013-02-28,"ROBERTO PAYAN","Residencial Sub",1,23656.044
"U",2013-02-28,"BARBACOAS","Residencial 2",2,43464.486
"U",2013-02-28,"MAGUI","Residencial Sub",1,43788.577
"R",2013-02-28,"MAGUI","Residencial Sub",1,45357.921
"U",2013-02-28,"BARBACOAS","Comercial",0,47524.654
"U",2013-02-28,"ROBERTO PAYAN","Residencial Sub",1,52373.2
"U",2013-02-28,"EL ROSARIO","Residencial 1",1,55461.991
"R",2013-02-28,"LEIVA","Residencial 1",1,70047.48
"U",2013-02-28,"POLICARPA","Residencial 1",1,76589.782
"U",2013-02-28,"LEIVA","Residencial 1",1,130750.63
"R",2013-02-28,"BARBACOAS","Residencial 1",1,132623.03
"R",2013-02-28,"EL ROSARIO","Residencial 1",1,137058.93
"R",2013-02-28,"POLICARPA","Residencial 1",1,138601.91
"U",2013-02-28,"BARBACOAS","Residencial 1",1,251516.92
"U",2013-03-31,"BARBACOAS","Especial",0,13.817
"U",2013-03-31,"CUMBITARA","Residencial 1",1,31.267
"U",2013-03-31,"POLICARPA","Residencial 1",1,41.912
"R",2013-03-31,"POLICARPA","Residencial 1",1,47.9
"R",2013-03-31,"CUMBITARA","Especial",0,65.862
"R",2013-03-31,"CUMBITARA","Residencial 1",1,87.443
"U",2013-03-31,"CUMBITARA","Residencial 3",3,101.222
"U",2013-03-31,"CUMBITARA","Comercial",0,103.872
"R",2013-03-31,"POLICARPA","Oficial",0,184.114
"U",2013-03-31,"MAGUI","Comercial",0,220.524
"R",2013-03-31,"POLICARPA","Comercial",0,239.498
"R",2013-03-31,"LEIVA","Comercial",0,255.59
"U",2013-03-31,"BARBACOAS","Residencial Sub",1,371.452
"U",2013-03-31,"POLICARPA","Residencial 3",3,467.022
"R",2013-03-31,"CUMBITARA","Oficial",0,483.85
"R",2013-03-31,"CUMBITARA","Especial",0,499.335
"U",2013-03-31,"BARBACOAS","Residencial 3",3,546.253
"R",2013-03-31,"BARBACOAS","Especial",0,576.509
"U",2013-03-31,"CUMBITARA","Especial",0,634.357
"U",2013-03-31,"CUMBITARA","Oficial",0,690.895
"R",2013-03-31,"CUMBITARA","Residencial 2",2,745.498
"R",2013-03-31,"EL ROSARIO","Residencial 1",1,877.494
"U",2013-03-31,"LEIVA","Comercial",0,922.679
"R",2013-03-31,"CUMBITARA","Comercial",0,1139.618
"R",2013-03-31,"BARBACOAS","Comercial",0,1182.954
"R",2013-03-31,"EL ROSARIO","Residencial 2",2,1203.227
"R",2013-03-31,"BARBACOAS","Residencial 2",2,1236.458
"U",2013-03-31,"BARBACOAS","Industrial",0,1343.963
"R",2013-03-31,"POLICARPA","Residencial 2",2,1351.67
"R",2013-03-31,"LEIVA","Residencial 2",2,1352.071
"U",2013-03-31,"MAGUI","Oficial",0,1453.236
"U",2013-03-31,"POLICARPA","Comercial",0,1453.456
"R",2013-03-31,"LEIVA","Especial",0,1561.657
"U",2013-03-31,"EL ROSARIO","Oficial",0,1648.62
"R",2013-03-31,"EL ROSARIO","Especial",0,2181.155
"U",2013-03-31,"POLICARPA","Oficial",0,2242.305
"U",2013-03-31,"EL ROSARIO","Comercial",0,2336.653
"R",2013-03-31,"BARBACOAS","Oficial",0,3712.672
"R",2013-03-31,"POLICARPA","Especial",0,3792.51
"U",2013-03-31,"LEIVA","Especial",0,3826.998
"U",2013-03-31,"LEIVA","Oficial",0,4268.35
"U",2013-03-31,"ROBERTO PAYAN","Oficial",0,4431.101
"U",2013-03-31,"POLICARPA","Especial",0,4815.415
"U",2013-03-31,"EL ROSARIO","Especial",0,5168.69
"U",2013-03-31,"LEIVA","Residencial 2",2,6430.645
"U",2013-03-31,"POLICARPA","Residencial 2",2,8496.208
"U",2013-03-31,"CUMBITARA","Residencial 2",2,9617.282
"U",2013-03-31,"CUMBITARA","Residencial 1",1,10843.592
"R",2013-03-31,"ROBERTO PAYAN","Residencial 1",1,12598.064
"U",2013-03-31,"BARBACOAS","Oficial",0,18724.174
"U",2013-03-31,"EL ROSARIO","Residencial 2",2,20462.046
"R",2013-03-31,"ROBERTO PAYAN","Residencial Sub",1,20497.268
"R",2013-03-31,"CUMBITARA","Residencial 1",1,22508.525
"U",2013-03-31,"BARBACOAS","Residencial 2",2,37748.433
"U",2013-03-31,"MAGUI","Residencial Sub",1,38501.991
"U",2013-03-31,"BARBACOAS","Comercial",0,39073.252
"R",2013-03-31,"MAGUI","Residencial Sub",1,43749.598
"U",2013-03-31,"ROBERTO PAYAN","Residencial Sub",1,45463.275
"U",2013-03-31,"EL ROSARIO","Residencial 1",1,51057.166
"R",2013-03-31,"LEIVA","Residencial 1",1,57287.466
"U",2013-03-31,"POLICARPA","Residencial 1",1,90823.924
"R",2013-03-31,"BARBACOAS","Residencial 1",1,108030.76
"U",2013-03-31,"LEIVA","Residencial 1",1,112494.27
"R",2013-03-31,"EL ROSARIO","Residencial 1",1,113507.67
"R",2013-03-31,"POLICARPA","Residencial 1",1,145568.21
"U",2013-03-31,"BARBACOAS","Residencial 1",1,214489.25
"U",2013-04-30,"CUMBITARA","Residencial 1",1,30.161
"R",2013-04-30,"POLICARPA","Residencial 1",1,48.264
"R",2013-04-30,"CUMBITARA","Residencial 1",1,55.641
"U",2013-04-30,"CUMBITARA","Residencial 3",3,81.122
"R",2013-04-30,"CUMBITARA","Especial",0,89.431
"U",2013-04-30,"CUMBITARA","Comercial",0,104.522
"R",2013-04-30,"POLICARPA","Oficial",0,171.764
"R",2013-04-30,"POLICARPA","Comercial",0,222.868
"U",2013-04-30,"POLICARPA","Residencial 1",1,241.321
"R",2013-04-30,"MAGUI","Oficial",0,244.854
"U",2013-04-30,"MAGUI","Comercial",0,258.271
"R",2013-04-30,"LEIVA","Comercial",0,350.67
